Product Catgory,Product tag,design house
"肩背包/斜背包 (2),化妝包/雜物包 (1),鑰匙圈/鑰匙包 (2),名片夾 (1)","
                        ,handmade, (6),leather, (6),tan, (1),上班族, (6),化妝包, (1),名片夾, (1),咖啡色, (2),手工皮革, (6),托特包, (1),深綠色, (2),牛皮, (6),皮革, (6),雜物包, (1),黑色, (1),
                    ",rrenaeleatherware
"洋裝 (4),外套/大衣 (女) (1),上衣 (女) (2),其他 (3)","
                        ,design, (1),
                    ",ssignature
"胸針 (4),家飾/擺飾 (6),花器/花藝/植栽 (45),DIY 材料包 (1),紙張材料 (2),其他 (29)","
                        ,2/14, (1),christmas, (6),design, (31),diy, (4),handmade, (28),handmade＿花圈, (2),natural系列, (26),present, (24),wreath, (5),中國新年, (1),乾燥花, (22),五觀藝術, (1),人造花, (1),別針, (3),創意, (10),客製化禮物, (7),室內設計, (9),小木屋, (1),居家, (4),山茶花葉, (1),幾米, (1),康乃馨, (1),情人節, (1),情人節禮物, (17),手作, (24),手工, (30),手工編製, (6),木質調, (3),母親節, (3),毛線, (2),氣泡紙, (1),水仙百合, (1),水玉點, (1),永生花, (4),玫瑰, (6),白色情人節, (1),盆花, (4),禮品, (10),禮物, (20),禮物書, (1),空氣感, (1),繡球, (3),聖誕節, (18),聖誕花圈, (10),胸針, (4),花器, (3),花圈, (6),花束, (23),花禮, (12),花藝, (30),花藝設計, (29),花雅集, (31),英國庭園玫瑰, (3),設計, (16),農曆年, (1),過年, (1),限量款, (7),音樂明信片, (1),風潮唱片, (1),鳥籠, (3),麥桿菊, (2),＿, (1),
                    ",yia-gia
胸針 (4),"
                        ,design, (4),handmade, (4),創意, (4),手作, (4),手工, (4),禮品, (4),禮物, (4),設計, (4),
                    ",hehecocooking
"上衣/T 恤 (男) (9),女鞋 (3),男鞋 (2),皮夾/錢包 (1),肩背包/斜背包 (1),手提包 (1),零錢包 (13),晚宴包/手拿包 (5),化妝包/雜物包 (1),其他 (7),項鍊/墜子 (6),戒指 (1),手鍊/手環 (4),鑰匙圈/鑰匙包 (7),名片夾 (4),票夾/隨身夾 (4),其他 (2),筆盒/筆袋 (3),圍裙 (1),耳機/耳機週邊 (2)","
                        ,創意, (71),手作, (67),手工皮革, (67),設計, (76),
                    ",cancer2009
"手提包 (4),化妝包/雜物包 (6),卡片/明信片 (9),貼紙 (6),紙膠帶 (1),便條紙 (1),杯墊 (1),其他 (1),iPhone 週邊 (1)","
                        ,便條紙, (1),包, (5),大臉包, (1),手提袋, (4),手機殼, (1),明信片, (9),法鬥, (3),相撲, (7),紙膠帶, (1),貓咪, (3),貼紙, (6),門掛牌, (1),
                    ",guohouse
iPhone 週邊 (20),"
                        ,case, (18),design, (9),handmade, (19),iphone6case, (2),iphone6plus, (1),iphonecase, (16),natural系列, (18),客製化禮物, (17),小黃花, (5),手作, (17),手機殼, (20),晶菊, (3),波斯菊, (4),滿天星, (2),禮物, (13),蕾絲花, (2),設計, (20),飛燕, (10),
                    ",flowerdream
"化妝包/雜物包 (5),其他 (1),手鍊/手環 (11),鑰匙圈/鑰匙包 (4),卡片/明信片 (27),其他 (1)","
                        ,design, (1),初心毛氈, (1),原創限量什物包, (5),可愛, (1),很有事手繩, (6),情侶, (2),插畫手工明信片, (26),禮物, (6),設計, (1),
                    ",littlescroll
"項鍊/墜子 (1),耳環 (2),胸針 (1),鑰匙圈/鑰匙包 (3),家飾/擺飾 (3),花器/花藝/植栽 (1)","
                        ,創意, (11),客製化禮物, (6),手工, (11),設計, (11),限量款, (10),
                    ",husxforest
"T 恤 (女) (6),上衣 (女) (6),上衣/T 恤 (男) (14),童裝 (18),抱枕 (7)","
                        ,couple, (44),design, (48),natural系列, (49),t-shirts, (23),台灣動物, (33),情侶裝, (26),禮物, (51),自然系, (51),親子裝, (43),設計, (50),長t, (21),
                    ",ealifedesign
Missing,Missing,tanyu
肩背包/斜背包 (2),"
                        ,design, (2),handmade, (2),
                    ",kaptorstore
"咖啡杯/馬克杯 (4),陶器/陶飾 (13)","
                        ,handmade, (16),創意, (15),可愛, (1),禮物, (2),設計, (15),
                    ",little-pottery
"項鍊/墜子 (13),戒指 (7),耳環 (8),手鍊/手環 (3),圍巾/絲巾 (10)","
                        ,cashmere, (4),圍巾, (6),戒指, (7),手環, (2),手鍊, (2),披肩, (3),拓帕石, (6),水晶, (2),海星, (4),海藍寶, (1),珍珠, (2),珍珠母貝, (2),琺瑯, (3),紅寶石, (2),絲巾, (5),耳環, (7),藍寶石, (1),限量款, (7),電氣石, (4),項鍊, (14),黑瑪瑙, (2),
                    ",lestutus
"肩背包/斜背包 (2),手提包 (2),零錢包 (1),其他 (1),鑰匙圈/鑰匙包 (4),杯墊 (7)","
                        ,handmade, (17),愛吃鬼, (4),束口袋, (1),杯墊, (7),水果, (1),編織, (17),鑰匙圈, (4),阿包, (5),隨身風景, (4),
                    ",bianbian
"襪子 (6),卡片/明信片 (6)","
                        ,submarine, (1),supa, (11),yellow, (1),冬天, (1),創意, (5),明信片, (6),水果, (4),潛水艇, (1),短襪, (4),襪子, (5),西瓜, (2),香蕉, (2),鳳梨, (2),
                    ",supasox
"背心 (女) (1),洋裝 (12),外套/大衣 (女) (2)","
                        ,design, (14),handmade, (7),vintage, (12),可愛, (13),復古, (12),手作, (9),手工, (8),浪漫, (1),設計, (15),限量款, (15),
                    ",reifashionstudio
"卡片/明信片 (12),其他 (1),其他 (1),包裝材料 (1)","
                        ,diy, (2),凸版印刷, (7),創意, (9),名片, (1),客製, (1),客製化禮物, (2),復古, (2),愛, (1),手作, (15),手抄紙, (15),明信片, (8),書籤, (1),花窗, (2),限量, (6),限量款, (8),
                    ",monspaper
"肩背包/斜背包 (1),手提包 (1),戒指 (11),手鍊/手環 (1)","
                        ,handmade, (14),介指, (1),創意, (14),可愛, (6),山系, (10),戒指, (9),手作, (14),手工, (13),手繪, (2),手鍊, (1),木, (1),民族, (11),牛仔袋, (2),禪, (1),蘑菇, (1),設計, (14),顏色, (13),
                    ",murphy-s-room
"上衣/T 恤 (男) (7),襯衫 (男) (22),褲子/下身 (男) (7),外套/大衣 (男) (1)","
                        ,design, (35),創意, (37),情人節, (26),時尚, (20),生日, (14),男裝, (21),禮品, (34),禮物, (34),設計, (37),限量款, (37),
                    ",comoddity
"T 恤 (女) (5),襪子 (31),其他 (1)","
                        ,design, (36),nori, (37),socks, (35),x'mas, (1),世足, (2),交換禮物, (4),俄羅斯, (2),印度, (2),土耳其, (2),巴西, (1),彈珠汽水, (1),德國, (2),恐龍家族, (2),情人節, (6),挪威, (2),旋轉木馬, (1),智利, (2),棉花糖, (1),母親節, (1),泰國, (2),滑雪, (1),熊貓, (1),父親節, (12),特價, (23),禮品, (36),禮盒, (1),紅豆雪糕, (1),美國, (2),聖誕節, (2),襪子, (29),設計, (36),踝襪, (3),限量款, (9),預購, (13),
                    ",nori-socks
"項鍊/墜子 (27),戒指 (2),耳環 (12),髮飾 (10),手鍊/手環 (10),胸針 (4)","
                        ,中式, (2),兔子, (2),刺繡, (31),勾編, (38),古惑貓, (7),可愛, (4),小人兒, (6),小蔓藤, (2),小麻雀, (1),巴黎鐵塔, (1),幻彩, (1),手繪, (21),松鼠, (2),染, (2),玫瑰, (2),甜點, (5),紅花, (2),綿羊, (2),繡球花, (1),老虎, (1),蕾絲, (3),薔薇, (2),蘑菇, (1),蝴蝶, (1),貓, (6),金魚, (1),限量款, (31),鳥, (5),鸚鵡, (1),
                    ",cupperwhite
"連帽外套/T 恤 (中性) (4),項鍊/墜子 (4),戒指 (4),手鍊/手環 (2)","
                        ,2015, (3),black, (4),clothing, (4),oversize, (4),t-shirt, (4),戒指, (4),手環, (2),設計, (13),項鍊, (5),
                    ",moderator
"筆記本/手帳 (1),卡片/明信片 (1)","
                        ,design, (2),創意, (2),手繪, (1),設計, (2),
                    ",fatlice
"肩背包/斜背包 (1),相機包 (5),束口後背包 (11),髮飾 (7),手鍊/手環 (5),帽子 (47),胸針 (4),筆盒/筆袋 (2),卡片/明信片 (3),貼紙 (2),Android 週邊 (4)","
                        ,bags, (13),hat, (46),冬季款一朵帽, (22),別針, (4),卡片, (3),可愛, (83),夏季款一朵帽, (21),客製, (2),帽, (47),情人節, (2),手工, (60),手繪, (3),拍立得, (9),束口後背包, (8),束口袋, (6),獨家, (18),相機包, (10),筆袋, (2),簡約, (81),純棉背帶, (1),蠶絲蠟繩幸運手環, (5),貼紙, (2),輕防水, (1),鋪棉束口袋, (6),防水, (5),限量, (53),髮帶, (7),
                    ",curly-curly
"T 恤 (女) (2),上衣 (女) (9),連帽外套/T 恤 (中性) (4),攝影作品 (6),其他 (3),香皂/精油/薰香 (7),家飾/擺飾 (11),時鐘/鬧鐘 (1),收納用品 (3),其他 (11)","
                        ,100%純棉, (2),design, (46),iphone, (18),t恤, (2),伸縮, (3),個性, (40),創意, (45),卡片, (6),原木, (13),台灣樟木, (2),天然, (18),小夜燈, (1),居家, (28),工藝品, (18),平面, (8),得獎, (15),手工製作, (9),掛勾, (2),揚聲器, (17),擴音器, (18),攝影, (6),明信片, (6),時尚, (25),時鐘, (1),有機, (7),檜木, (2),生活用品, (29),禮品, (25),筆, (3),精油, (7),藝術, (31),藝術品, (23),設計, (43),限量品, (9),面紙, (3),面紙盒, (3),
                    ",geckodesign
"圍巾/絲巾 (2),紋身貼紙 (1),卡片/明信片 (23),紙膠帶 (6)","
                        ,design, (32),創意, (32),原創, (3),古怪, (32),可愛, (32),手作, (32),手繪, (1),樣衰, (32),禮品, (32),設計, (32),
                    ",tmyillustration
Missing,Missing,hnigel
咖啡杯/馬克杯 (1),"
                        ,design, (1),創意, (1),可愛, (1),想想, (1),想想生活, (1),生活, (1),英文創, (1),蔡英文, (1),
                    ",iingcreative
Missing,Missing,hnjewelry
"陶器/陶飾 (1),茶具/茶杯 (1)","
                        ,宜兴, (2),摆件, (2),紫砂, (2),紫砂壶, (2),紫砂茶宠, (2),茶宠, (2),陶瓷摆件, (2),
                    ",yixing
"皮夾/錢包 (2),手提包 (12),後背包 (3),公事包 (3),其他 (2),名片夾 (1),筆記本/手帳 (1),筆盒/筆袋 (1),其他 (3),DIY 材料包 (19),平板/電腦保護套 (3)","
                        ,handmade, (18),ipad, (3),leather, (18),公事包, (3),後背包, (3),復古, (1),手作, (17),手工, (17),手工皮革, (18),手提包, (4),托特包, (4),文具控, (9),業務包, (4),潑水帆布, (18),皮革, (32),真皮, (18),禮品, (29),設計, (38),質人, (31),雜貨, (9),
                    ",adole
Missing,Missing,clumsyhands
"鑰匙圈/鑰匙包 (3),抱枕 (1)","
                        ,design, (4),handmade, (4),natural系列, (4),vintage, (1),客製化禮物, (4),手作, (2),手工皮革, (2),禮物, (3),簡約, (2),設計, (3),限量款, (3),
                    ",studioflamingo-store
"胸針 (1),鑰匙圈/鑰匙包 (4),吊飾 (5),家飾/擺飾 (2),針織羊毛氈材料 (2)","
                        ,handmade, (12),創意, (12),吊飾, (6),哈士奇, (1),寵物, (1),手作, (14),手做, (5),手工, (5),泰迪熊, (2),獨家, (12),生日禮物, (11),禮品, (11),禮物, (14),簡約, (13),羊毛氈, (12),耳機塞, (4),蛋糕, (3),設計, (12),鑰匙圈, (7),限量款, (5),
                    ",treasure
"項鍊/墜子 (12),戒指 (8),手鍊/手環 (1)","
                        ,動物, (9),天然石, (1),寶石, (4),巴洛克, (1),戒指, (6),手工, (13),斑馬, (1),日式, (4),森林, (4),樹葉, (1),櫻花, (1),水晶, (1),珍珠, (4),白色, (4),皇冠, (1),真皮, (1),純銀, (20),花冠, (1),蘑菇, (1),蝸牛, (2),貓, (1),貝殼, (1),項鍊, (9),馬, (2),鳥類, (4),黑白, (1),
                    ",petitefille
"項鍊/墜子 (1),卡片/明信片 (1),家飾/擺飾 (4),客製娃娃 (30),其他 (90),耳機/耳機週邊 (1)","
                        ,卡片, (9),客製娃娃, (8),手作娃娃, (95),飾品, (10),
                    ",arisadolls
iPhone 週邊 (13),"
                        ,handmade, (6),natural系列, (5),natural系列　iphoneケース　iphoneカバー　リバティ, (8),
                    ",nunotica
"外套/大衣 (男) (6),手提包 (8),晚宴包/手拿包 (4),紙張材料 (21)","
                        ,design, (34),創意, (34),設計, (34),限量款, (18),
                    ",dreamcoholic
"甜點 (4),蛋糕 (4),手工餅乾 (4),咖啡 (79)","
                        ,handmade, (9),中秋節, (1),乳酪, (2),健康, (84),台灣咖啡, (59),台灣咖啡豆, (23),司康, (1),堅果, (6),巧克力, (3),手作, (14),手工, (17),掛耳包, (30),掛耳盒, (27),新鮮, (85),檸檬, (1),母親節, (1),特殊處理, (22),生日, (2),產地嚴選, (45),禮物, (1),禮盒, (3),私房配方, (11),美味, (14),聖誕節, (1),蛋糕, (4),親自烘焙, (78),酵素, (12),餅乾, (6),
                    ",hondou
帽子 (12),"
                        ,cap, (11),design, (11),handmade, (11),leather, (11),natural系列, (7),unisex, (7),帽子, (11),手作, (11),日本, (11),皮革, (11),限定, (11),
                    ",resapato
"洋裝 (1),襪子 (3),其他 (8),肩背包/斜背包 (2),手提包 (2),晚宴包/手拿包 (3),化妝包/雜物包 (32),耳環 (20),髮飾 (15),圍巾/絲巾 (1),胸針 (48),筆盒/筆袋 (1),桌墊/餐桌裝飾 (2),其他 (3)","
                        ,cat, (7),circle, (1),cool, (1),design, (33),face, (1),flower, (4),handmade, (40),heels, (3),highheels, (2),kitten, (3),navy, (1),oval, (1),pouch, (4),square, (3),くま, (1),イヤリング, (4),インテリア, (1),クマ, (1),スエード, (3),タイツ　柄　模様　80デニール, (1),タッセル, (2),ナチュラル, (15),バッグ, (1),パール, (4),ピアス, (8),ファー, (1),ポーチ, (1),ユニーク, (2),刺繍, (11),可愛, (27),四角, (4),子猫, (4),手作, (25),熊, (3),猫, (21),白猫, (6),花, (4),黒猫, (5),
                    ",kayopan
"項鍊/墜子 (3),手鍊/手環 (25),其他 (1)","
                        ,handmade, (20),中性, (3),個性, (6),優雅, (13),古典, (8),可愛, (22),客製化, (21),復古, (11),手工, (19),民族風, (9),浪漫, (9),禮物, (23),節慶, (1),簡約, (18),耶誕節, (3),聖誕, (3),華麗, (4),設計, (4),
                    ",ropeshop
"茶 (16),果醬/抹醬 (2)","
                        ,natural, (2),natural系列, (13),上班族最愛, (3),中秋節, (1),伴手禮, (3),台灣茶, (14),在地, (3),山山來茶, (5),年節禮物, (3),手作, (6),烏龍茶, (6),禮品, (17),禮物, (3),禮盒, (9),簡約, (16),紅茶, (10),自然農法, (5),茶包, (5),茶葉, (17),茶蜜, (2),茶袋, (2),贈禮, (3),高山茶, (2),
                    ",shanshancha
項鍊/墜子 (1),"
                        ,劍玉, (1),手作, (1),設計, (1),項鍊, (1),
                    ",desen
"戒指 (1),髮飾 (8),胸針 (2)","
                        ,handmade, (11),創意, (10),手作, (5),手工, (9),設計, (6),
                    ",stab
"襪子 (9),卡片/明信片 (17)","
                        ,design, (20),創意, (18),動物造型, (18),可愛, (13),禮物, (16),設計, (20),限量款, (20),
                    ",sfwalkingbeans
"肩背包/斜背包 (2),紙膠帶 (3),徽章/別針 (4),磁鐵 (1),杯墊 (4)","
                        ,bag, (2),bottle, (1),cat, (1),coaster, (4),food, (5),illustration, (4),magnet, (1),masking, (2),pattern, (4),pin, (4),stationery, (4),tape, (3),tote, (2),washi, (3),三文魚, (2),三角, (1),人, (2),便條, (4),個性, (12),冰箱貼, (1),別針, (4),創意, (12),動物, (2),原創, (6),可愛, (14),和牛, (1),咖啡色, (1),單肩包, (2),單色, (2),圖釘, (4),家品, (9),寄事, (4),山, (1),帆布袋, (2),手作, (5),手製, (2),提示, (4),提醒, (3),插畫, (4),文具, (8),方形, (1),杯墊, (4),植物, (1),橘色, (1),檸檬, (1),水彩, (7),水松, (4),治癒, (7),煙肉, (1),牛, (1),牛肉, (1),玉米, (1),白色, (4),磁貼, (1),禮品, (12),簡樸, (2),米白色, (2),紀錄, (3),紅色, (2),絲印, (1),絲網印刷, (1),綠色, (1),肉, (2),膠帶, (3),臉, (1),自然, (2),花紋, (3),茶, (1),菇, (1),藍色, (2),螞蟻, (1),表情, (1),貓, (1),趣味, (11),軟木, (4),迷你, (1),限量款, (1),雜貨, (9),食べ物, (8),食物, (8),餐具, (2),魚糕, (1),
                    ",somethingdot
"皮夾/錢包 (24),肩背包/斜背包 (15),零錢包 (3),後背包 (2),公事包 (1),其他 (3),項鍊/墜子 (1),髮飾 (5),手錶 (3),眼鏡/太陽眼鏡 (5),鑰匙圈/鑰匙包 (36),護照夾 (2),名片夾 (33),票夾/隨身夾 (5),筆盒/筆袋 (5),筆插/筆筒/筆套 (1),收納用品 (4),其他 (2),貓咪玩具 (1),項圈/鍊子/吊牌 (2),其他 (2),腳踏車/週邊 (2),iPhone 週邊 (5),平板/電腦保護套 (1)","
                        ,/, (20),/吊飾, (2),/立體, (7),/髮圈, (4),側背包, (5),台灣老店良品, (1),名片夾, (25),單車包, (2),墨鏡盒, (5),平板皮套, (1),後背包, (2),懷錶, (3),手機包, (5),提包, (8),流蘇, (2),皮革保養, (2),短夾, (5),票夾, (2),筆袋, (3),肩背包, (7),肩背小包, (3),腰包, (5),菸袋, (3),衛生紙盒, (4),證件夾, (2),護照夾, (2),郵差包, (1),配飾, (3),鈔票夾, (8),鉛筆盒, (3),鑰匙包, (34),鑰匙環, (21),長夾, (8),零錢包, (3),項圈, (3),
                    ",shika1811
茶 (10),"
                        ,natural系列, (8),手工, (10),禮物, (8),
                    ",liwu
"項鍊/墜子 (4),髮飾 (6)","
                        ,design, (9),handmade, (8),刺繡, (2),創意, (10),壓花, (2),客製化禮物, (2),布釦, (2),手作, (10),手工, (7),玫瑰, (1),禮品, (4),花朵, (1),設計, (9),限量款, (2),項鍊, (4),髮夾, (5),髮夾髮夾, (1),
                    ",nanayin
"T 恤 (女) (25),背心 (女) (13),裙子 (12),褲子/下身 (女) (21),洋裝 (50),外套/大衣 (女) (24),針織衫/毛衣 (女) (24),襯衫 (女) (26),上衣 (女) (11),罩衫 (2),圍巾/絲巾 (1)","
                        ,anniversary, (1),asymmetric, (1),birthday, (8),black, (1),business, (1),casual, (1),design, (7),draped, (2),dress, (2),fashion, (8),garylin, (7),gift, (4),jersey, (1),knitted, (8),knitwear, (8),lilac, (3),mit, (7),orange, (1),pink, (2),shirt, (1),simplicity, (10),style, (5),summer, (1),tank, (6),top, (8),tshirt, (2),urban, (6),vneck, (1),v領洋裝, (1),上班服飾, (2),不對稱上衣, (2),不對稱洋裝, (5),休閒上衣, (2),休閒洋裝, (2),免運費, (6),創意服飾, (6),創意設計, (4),創意針織, (2),可愛洋裝, (1),台北都會, (3),台灣品牌, (4),台灣製, (3),台灣製造, (7),台灣設計, (5),合身洋裝, (1),圍巾, (1),垂墜上衣, (2),垂墜洋裝, (1),城市風格, (10),夏天, (2),夏天洋裝, (1),女性上衣, (2),女性洋裝, (1),女性背心, (1),女生上衣, (2),女裝, (7),性感洋裝, (1),情人節, (7),新銳設計, (4),棉質tshirt, (1),棉質上衣, (6),棉質背心, (3),橘色, (2),橘色上衣, (3),洋裝, (4),海灘, (2),深v洋裝, (1),灰色洋裝, (2),無袖上衣, (4),無袖洋裝, (1),無袖背心, (10),生日禮物, (8),白色, (1),白色上衣, (1),白色背心, (1),短袖上衣, (4),短袖背心, (1),禮物, (7),簡約洋裝, (1),簡約風格, (3),粉紫色, (1),粉色, (1),粉色上衣, (1),粉色洋裝, (1),紀念品, (7),紀念日, (8),純棉, (5),純棉背心, (2),羊毛, (6),自創品牌, (6),街頭風格, (6),辦公室, (1),週年, (6),週年紀念日, (1),都會服飾, (6),都會簡約, (14),都會風格, (19),針織上衣, (10),針織洋裝, (9),針織背心, (3),針織衣, (6),針織衫, (1),針織設計, (6),長板上衣, (2),露背洋裝, (1),黑色, (2),黑色上衣, (3),黑色洋裝, (1),黑色背心, (1),
                    ",mulberryst
